#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,
91,Thu Mar 18 22:43:18 CST 2021,41,7,MapReduceFactories,A1ConfigurationProvided DefaultFactoryMapObject+ DefaultFactoryReduceObject+ IntSummingMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult TokenCountingMapper , ,32,0,true,DefaultFactoryMapObject DefaultFactoryReduceObject MapperFactory ReducerFactory ,A1ConfigurationProvided ,,
92,Thu Mar 18 22:43:24 CST 2021,37,-4,SingleThreadIntSum,A1ConfigurationProvided DefaultFactoryMapObject DefaultFactoryReduceObject MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride IntSummingMapper- StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult TokenCountingMapper , ,32,1,true,IntSummingMapper StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult ,,,
93,Thu Mar 18 22:43:27 CST 2021,37,0,MapReduceClasses,A1ConfigurationProvided DefaultFactoryMapObject DefaultFactoryReduceObject MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride IntSummingMapper StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult TokenCountingMapper , ,32,2,true,ReducerClass SumMapperClass TokenCountsMapperClass ,,,
94,Thu Mar 18 22:43:31 CST 2021,41,4,SingleThreadTokenCount,A1ConfigurationProvided DefaultFactoryMapObject DefaultFactoryReduceObject MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper+ TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride IntSummingMapper StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult , ,32,3,true,StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper ,,,
95,Thu Mar 18 22:43:40 CST 2021,41,0,A1GeneralStyleSuite,A1ConfigurationProvided DefaultFactoryMapObject DefaultFactoryReduceObject MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride IntSummingMapper StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult , ,32,4,true,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride ,,A1AccessModifiersMatched A1MnemonicNames A1NoCheckstyleWarnings A1PublicMethodsOverride ,
96,Thu Mar 18 22:43:44 CST 2021,41,0,A1SpecificStyleSuite,A1ConfigurationProvided DefaultFactoryMapObject DefaultFactoryReduceObject MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride IntSummingMapper StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult , ,32,5,true,A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes ,,,
97,Thu Mar 18 22:48:04 CST 2021,34,-7,MapReduceFactories,A1ConfigurationProvided MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObject- DefaultFactoryReduceObject- IntSummingMapper StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult , ,33,0,true,DefaultFactoryMapObject DefaultFactoryReduceObject MapperFactory ReducerFactory ,A1ConfigurationProvided ,,
98,Thu Mar 18 22:49:20 CST 2021,34,0,MapReduceFactories,A1ConfigurationProvided MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult , ,34,0,true,DefaultFactoryMapObject DefaultFactoryReduceObject MapperFactory ReducerFactory ,A1ConfigurationProvided ,,
99,Thu Mar 18 22:49:48 CST 2021,41,7,MapReduceFactories,A1ConfigurationProvided DefaultFactoryMapObject+ DefaultFactoryReduceObject+ MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride IntSummingMapper StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult , ,35,0,true,DefaultFactoryMapObject DefaultFactoryReduceObject MapperFactory ReducerFactory ,A1ConfigurationProvided ,,
100,Thu Mar 18 22:49:54 CST 2021,44,3,SingleThreadIntSum,A1ConfigurationProvided DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper+ MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult , ,35,1,true,IntSummingMapper StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult ,,,
101,Thu Mar 18 22:49:57 CST 2021,44,0,MapReduceClasses,A1ConfigurationProvided DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult , ,35,2,true,ReducerClass SumMapperClass TokenCountsMapperClass ,,,
102,Thu Mar 18 22:50:00 CST 2021,44,0,SingleThreadTokenCount,A1ConfigurationProvided DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult , ,35,3,true,StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper ,,,
103,Thu Mar 18 22:59:14 CST 2021,44,0,MapReduceFactories,A1ConfigurationProvided DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult , ,36,0,true,DefaultFactoryMapObject DefaultFactoryReduceObject MapperFactory ReducerFactory ,A1ConfigurationProvided ,,
104,Thu Mar 18 22:59:19 CST 2021,44,0,SingleThreadIntSum,A1ConfigurationProvided DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult , ,36,1,true,IntSummingMapper StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult ,,,
105,Thu Mar 18 22:59:36 CST 2021,44,0,StandAloneSingleThreadSumResult,A1ConfigurationProvided DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult , ,36,2,false,,,,
106,Thu Mar 18 22:59:39 CST 2021,44,0,StandAloneSingleThreadSumMVC,A1ConfigurationProvided DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult , ,36,3,false,,,,
107,Thu Mar 18 22:59:41 CST 2021,44,0,StandAloneSingleThreadSumMapReduce,A1ConfigurationProvided DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult , ,36,4,false,,,,
108,Thu Mar 18 22:59:43 CST 2021,44,0,MapReduceClasses,A1ConfigurationProvided DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult , ,36,5,true,ReducerClass SumMapperClass TokenCountsMapperClass ,,,
109,Thu Mar 18 22:59:46 CST 2021,44,0,SingleThreadTokenCount,A1ConfigurationProvided DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult , ,36,6,true,StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult TokenCountingMapper ,,,
110,Thu Mar 18 22:59:48 CST 2021,44,0,A1GeneralStyleSuite,A1ConfigurationProvided DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult , ,36,7,true,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride ,,A1AccessModifiersMatched A1MnemonicNames A1NoCheckstyleWarnings A1PublicMethodsOverride ,
111,Thu Mar 18 22:59:50 CST 2021,44,0,A1SpecificStyleSuite,A1ConfigurationProvided DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult , ,36,8,true,A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes ,,,
112,Thu Mar 18 23:03:58 CST 2021,44,0,MapReduceFactories,A1ConfigurationProvided DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult , ,37,0,true,DefaultFactoryMapObject DefaultFactoryReduceObject MapperFactory ReducerFactory ,A1ConfigurationProvided ,,
113,Thu Mar 18 23:04:03 CST 2021,44,0,SingleThreadIntSum,A1ConfigurationProvided DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult , ,37,1,true,IntSummingMapper StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult ,,,
114,Thu Mar 18 23:04:08 CST 2021,44,0,StandAloneSingleThreadSumResult,A1ConfigurationProvided DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult , ,37,2,false,,,,
115,Thu Mar 18 23:09:04 CST 2021,44,0,SingleThreadIntSum,A1ConfigurationProvided DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult , ,38,0,true,IntSummingMapper StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult ,A1ConfigurationProvided ,,
116,Thu Mar 18 23:10:13 CST 2021,44,0,StandAloneSingleThreadSumResult,A1ConfigurationProvided DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult , ,38,1,false,,,,
117,Thu Mar 18 23:10:56 CST 2021,44,0,SingleThreadIntSum,A1ConfigurationProvided DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult , ,39,0,true,IntSummingMapper StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult ,A1ConfigurationProvided ,,
118,Thu Mar 18 23:11:05 CST 2021,44,0,StandAloneSingleThreadSumResult,A1ConfigurationProvided DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult , ,39,1,false,,,,
119,Thu Mar 18 23:11:17 CST 2021,44,0,StandAloneSingleThreadSumResult,A1ConfigurationProvided DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult , ,39,2,false,,,,
120,Thu Mar 18 23:14:05 CST 2021,44,0,SingleThreadIntSum,A1ConfigurationProvided DefaultFactoryMapObject DefaultFactoryReduceObject IntSummingMapper MapperFactory ReducerClass ReducerFactory StandAloneSingleThreadTokenCountMVC StandAloneSingleThreadTokenCountMapReduce StandAloneSingleThreadTokenCountResult SumMapperClass TokenCountingMapper TokenCountsMapperClass , ,A1AccessModifiersMatched A1ClassIsGeneric A1ExpectedCalls A1ExpectedGetters A1ExpectedSetters A1ExpectedSignatures A1ExpectedSupertypes A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult , ,40,0,true,IntSummingMapper StandAloneSingleThreadSumFactoryChange StandAloneSingleThreadSumMVC StandAloneSingleThreadSumMapReduce StandAloneSingleThreadSumResult ,A1ConfigurationProvided ,,
